customer_tweet_id,customer_text,brand_tweet_id,brand_reply,created_at,_gold_intent
100024,"@AmazonHelp great service today, appreciate the quick help.",100025,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Fri Mar 01 12:24:00 +0000 2024,general_praise
100026,@AmazonHelp my order 793384 was supposed to arrive yesterday and it's still not here.,100027,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Fri Mar 01 12:41:00 +0000 2024,delivery_delay
100028,"@AmazonHelp I need to cancel order 996865 immediately, ordered by mistake.",100029,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Fri Mar 01 12:58:00 +0000 2024,order_cancel
100030,This is the second time my delivery for 391476 has been delayed. @AmazonHelp not happy.,100031,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Fri Mar 01 13:15:00 +0000 2024,delivery_delay
100032,"@AmazonHelp I can't log into my account, keeps saying invalid password even after reset.",100033,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,Fri Mar 01 13:32:00 +0000 2024,login_account_issue
100034,"@AmazonHelp please cancel order 816751, found it cheaper elsewhere.",100035,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Fri Mar 01 13:49:00 +0000 2024,order_cancel
100036,@AmazonHelp order 864544 arrived but it's not what I ordered at all.,100037,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Fri Mar 01 14:06:00 +0000 2024,wrong_item
100038,@AmazonHelp payment failed but money was deducted for 383060.,100039,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Fri Mar 01 14:23:00 +0000 2024,payment_issue
100040,"@AmazonHelp I can't log into my account, keeps saying invalid password even after reset.",100041,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,Fri Mar 01 14:40:00 +0000 2024,login_account_issue
100042,"@AmazonHelp locked out of my account for no reason, need help asap.",100043,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,Fri Mar 01 14:57:00 +0000 2024,login_account_issue
100044,"@AmazonHelp great service today, appreciate the quick help.",100045,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Fri Mar 01 15:14:00 +0000 2024,general_praise
100046,"@AmazonHelp I was charged twice for order 377746, please fix this.",100047,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Fri Mar 01 15:31:00 +0000 2024,payment_issue
100048,@AmazonHelp not okay that 883300 was cheaper for Prime members and I wasn't told.,100049,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Fri Mar 01 15:48:00 +0000 2024,price_complaint
100050,"@AmazonHelp great service today, appreciate the quick help.",100051,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Fri Mar 01 16:05:00 +0000 2024,general_praise
100052,@AmazonHelp not okay that 195325 was cheaper for Prime members and I wasn't told.,100053,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Fri Mar 01 16:22:00 +0000 2024,price_complaint
100054,@AmazonHelp my order 757924 was supposed to arrive yesterday and it's still not here.,100055,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Fri Mar 01 16:39:00 +0000 2024,delivery_delay
100056,"@AmazonHelp defective unit received, order 166613, needs replacement.",100057,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Fri Mar 01 16:56:00 +0000 2024,product_defect
100058,"@AmazonHelp great service today, appreciate the quick help.",100059,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Fri Mar 01 17:13:00 +0000 2024,general_praise
100060,"Still no sign of my package, order 855731. @AmazonHelp any update?",100061,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Fri Mar 01 17:30:00 +0000 2024,where_is_my_order
100062,@AmazonHelp not okay that 905934 was cheaper for Prime members and I wasn't told.,100063,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Fri Mar 01 17:47:00 +0000 2024,price_complaint
100064,Can someone cancel 265840? @AmazonHelp it hasn't shipped yet I hope.,100065,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Fri Mar 01 18:04:00 +0000 2024,order_cancel
100066,"@AmazonHelp please cancel order 898975, found it cheaper elsewhere.",100067,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Fri Mar 01 18:21:00 +0000 2024,order_cancel
100068,"@AmazonHelp delivery for 412942 delayed again, no notification sent either.",100069,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Fri Mar 01 18:38:00 +0000 2024,delivery_delay
100070,"@AmazonHelp I returned item from order 492077 two weeks ago, still no refund.",100071,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Fri Mar 01 18:55:00 +0000 2024,refund_request
100072,@AmazonHelp why did the price of my item drop $20 right after I bought it (728038)?,100073,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Fri Mar 01 19:12:00 +0000 2024,price_complaint
100074,Hi @AmazonHelp where is my order #480612? Been waiting 6 days now.,100075,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Fri Mar 01 19:29:00 +0000 2024,where_is_my_order
100076,Hi @AmazonHelp where is my order #694916? Been waiting 6 days now.,100077,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Fri Mar 01 19:46:00 +0000 2024,where_is_my_order
100078,"@AmazonHelp I was charged twice for order 897549, please fix this.",100079,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Fri Mar 01 20:03:00 +0000 2024,payment_issue
100080,@AmazonHelp I ordered a blue jacket but received a pair of shoes instead. Order 791798.,100081,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Fri Mar 01 20:20:00 +0000 2024,wrong_item
100082,"Got the completely wrong item for order 653306 @AmazonHelp, this is frustrating.",100083,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Fri Mar 01 20:37:00 +0000 2024,wrong_item
100084,@AmazonHelp why did the price of my item drop $20 right after I bought it (847581)?,100085,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Fri Mar 01 20:54:00 +0000 2024,price_complaint
100086,"@AmazonHelp locked out of my account for no reason, need help asap.",100087,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,Fri Mar 01 21:11:00 +0000 2024,login_account_issue
100088,"@AmazonHelp I returned item from order 167136 two weeks ago, still no refund.",100089,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Fri Mar 01 21:28:00 +0000 2024,refund_request
100090,"Just want to say @AmazonHelp support fixed my issue with order 717024 super fast, thank you!",100091,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Fri Mar 01 21:45:00 +0000 2024,general_praise
100092,"@AmazonHelp delivery for 761759 delayed again, no notification sent either.",100093,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Fri Mar 01 22:02:00 +0000 2024,delivery_delay
100094,@AmazonHelp my order 446479 was supposed to arrive yesterday and it's still not here.,100095,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Fri Mar 01 22:19:00 +0000 2024,delivery_delay
100096,Where's my refund for order 801474? @AmazonHelp it's been 10 business days.,100097,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Fri Mar 01 22:36:00 +0000 2024,refund_request
100098,@AmazonHelp why did the price of my item drop $20 right after I bought it (858490)?,100099,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Fri Mar 01 22:53:00 +0000 2024,price_complaint
100100,@AmazonHelp payment failed but money was deducted for 299659.,100101,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Fri Mar 01 23:10:00 +0000 2024,payment_issue
100102,"Product from 544154 stopped working after 2 days, @AmazonHelp this is unacceptable.",100103,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Fri Mar 01 23:27:00 +0000 2024,product_defect
100104,"Still no sign of my package, order 785197. @AmazonHelp any update?",100105,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Fri Mar 01 23:44:00 +0000 2024,where_is_my_order
100106,"@AmazonHelp defective unit received, order 455784, needs replacement.",100107,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 00:01:00 +0000 2024,product_defect
100108,"@AmazonHelp I returned item from order 662336 two weeks ago, still no refund.",100109,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sat Mar 02 00:18:00 +0000 2024,refund_request
100110,@AmazonHelp the item from order 392075 arrived broken/defective.,100111,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 00:35:00 +0000 2024,product_defect
100112,This is the second time my delivery for 947272 has been delayed. @AmazonHelp not happy.,100113,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Sat Mar 02 00:52:00 +0000 2024,delivery_delay
100114,@AmazonHelp why did the price of my item drop $20 right after I bought it (197793)?,100115,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sat Mar 02 01:09:00 +0000 2024,price_complaint
100116,"Product from 604740 stopped working after 2 days, @AmazonHelp this is unacceptable.",100117,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 01:26:00 +0000 2024,product_defect
100118,@AmazonHelp the item from order 272634 arrived broken/defective.,100119,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 01:43:00 +0000 2024,product_defect
100120,"Product from 922157 stopped working after 2 days, @AmazonHelp this is unacceptable.",100121,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 02:00:00 +0000 2024,product_defect
100122,"@AmazonHelp defective unit received, order 865990, needs replacement.",100123,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 02:17:00 +0000 2024,product_defect
100124,Where's my refund for order 328275? @AmazonHelp it's been 10 business days.,100125,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sat Mar 02 02:34:00 +0000 2024,refund_request
100126,@AmazonHelp why did the price of my item drop $20 right after I bought it (884309)?,100127,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sat Mar 02 02:51:00 +0000 2024,price_complaint
100128,"Still no sign of my package, order 599948. @AmazonHelp any update?",100129,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sat Mar 02 03:08:00 +0000 2024,where_is_my_order
100130,@AmazonHelp why did the price of my item drop $20 right after I bought it (159642)?,100131,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sat Mar 02 03:25:00 +0000 2024,price_complaint
100132,@AmazonHelp I ordered a blue jacket but received a pair of shoes instead. Order 723939.,100133,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sat Mar 02 03:42:00 +0000 2024,wrong_item
100134,Where's my refund for order 225710? @AmazonHelp it's been 10 business days.,100135,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sat Mar 02 03:59:00 +0000 2024,refund_request
100136,"Just want to say @AmazonHelp support fixed my issue with order 749468 super fast, thank you!",100137,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sat Mar 02 04:16:00 +0000 2024,general_praise
100138,"@AmazonHelp great service today, appreciate the quick help.",100139,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sat Mar 02 04:33:00 +0000 2024,general_praise
100140,"@AmazonHelp I can't log into my account, keeps saying invalid password even after reset.",100141,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,Sat Mar 02 04:50:00 +0000 2024,login_account_issue
100142,Can someone cancel 431535? @AmazonHelp it hasn't shipped yet I hope.,100143,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sat Mar 02 05:07:00 +0000 2024,order_cancel
100144,Being charged for an order 690341 I never placed @AmazonHelp.,100145,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sat Mar 02 05:24:00 +0000 2024,payment_issue
100146,@AmazonHelp why did the price of my item drop $20 right after I bought it (630458)?,100147,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sat Mar 02 05:41:00 +0000 2024,price_complaint
100148,"@AmazonHelp I can't log into my account, keeps saying invalid password even after reset.",100149,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,Sat Mar 02 05:58:00 +0000 2024,login_account_issue
100150,"Got the completely wrong item for order 974244 @AmazonHelp, this is frustrating.",100151,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sat Mar 02 06:15:00 +0000 2024,wrong_item
100152,"@AmazonHelp please cancel order 946305, found it cheaper elsewhere.",100153,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sat Mar 02 06:32:00 +0000 2024,order_cancel
100154,@AmazonHelp not okay that 795613 was cheaper for Prime members and I wasn't told.,100155,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sat Mar 02 06:49:00 +0000 2024,price_complaint
100156,"Got the completely wrong item for order 221035 @AmazonHelp, this is frustrating.",100157,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sat Mar 02 07:06:00 +0000 2024,wrong_item
100158,@AmazonHelp why did the price of my item drop $20 right after I bought it (385577)?,100159,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sat Mar 02 07:23:00 +0000 2024,price_complaint
100160,"@AmazonHelp requesting a refund on 459536, product was damaged on arrival.",100161,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sat Mar 02 07:40:00 +0000 2024,refund_request
100162,"@AmazonHelp please cancel order 612262, found it cheaper elsewhere.",100163,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sat Mar 02 07:57:00 +0000 2024,order_cancel
100164,Hi @AmazonHelp where is my order #765095? Been waiting 6 days now.,100165,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sat Mar 02 08:14:00 +0000 2024,where_is_my_order
100166,"@AmazonHelp I need to cancel order 103717 immediately, ordered by mistake.",100167,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sat Mar 02 08:31:00 +0000 2024,order_cancel
100168,@AmazonHelp order 374680 arrived but it's not what I ordered at all.,100169,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sat Mar 02 08:48:00 +0000 2024,wrong_item
100170,Being charged for an order 839945 I never placed @AmazonHelp.,100171,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sat Mar 02 09:05:00 +0000 2024,payment_issue
100172,Hi @AmazonHelp where is my order #178898? Been waiting 6 days now.,100173,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sat Mar 02 09:22:00 +0000 2024,where_is_my_order
100174,@AmazonHelp can you tell me the status of order 710805? Tracking hasn't updated in 3 days.,100175,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sat Mar 02 09:39:00 +0000 2024,where_is_my_order
100176,@AmazonHelp I ordered a blue jacket but received a pair of shoes instead. Order 423232.,100177,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sat Mar 02 09:56:00 +0000 2024,wrong_item
100178,@AmazonHelp can you tell me the status of order 320281? Tracking hasn't updated in 3 days.,100179,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sat Mar 02 10:13:00 +0000 2024,where_is_my_order
100180,This is the second time my delivery for 918011 has been delayed. @AmazonHelp not happy.,100181,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Sat Mar 02 10:30:00 +0000 2024,delivery_delay
100182,@AmazonHelp I ordered a blue jacket but received a pair of shoes instead. Order 270395.,100183,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sat Mar 02 10:47:00 +0000 2024,wrong_item
100184,@AmazonHelp the item from order 288073 arrived broken/defective.,100185,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 11:04:00 +0000 2024,product_defect
100186,"@AmazonHelp defective unit received, order 870763, needs replacement.",100187,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 11:21:00 +0000 2024,product_defect
100188,@AmazonHelp order 213346 arrived but it's not what I ordered at all.,100189,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sat Mar 02 11:38:00 +0000 2024,wrong_item
100190,@AmazonHelp can you tell me the status of order 333238? Tracking hasn't updated in 3 days.,100191,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sat Mar 02 11:55:00 +0000 2024,where_is_my_order
100192,@AmazonHelp payment failed but money was deducted for 420015.,100193,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sat Mar 02 12:12:00 +0000 2024,payment_issue
100194,"Still no sign of my package, order 302511. @AmazonHelp any update?",100195,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sat Mar 02 12:29:00 +0000 2024,where_is_my_order
100196,"@AmazonHelp I need to cancel order 910891 immediately, ordered by mistake.",100197,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sat Mar 02 12:46:00 +0000 2024,order_cancel
100198,@AmazonHelp not okay that 812526 was cheaper for Prime members and I wasn't told.,100199,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sat Mar 02 13:03:00 +0000 2024,price_complaint
100200,Hi @AmazonHelp where is my order #373903? Been waiting 6 days now.,100201,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sat Mar 02 13:20:00 +0000 2024,where_is_my_order
100202,"@AmazonHelp I need to cancel order 213668 immediately, ordered by mistake.",100203,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sat Mar 02 13:37:00 +0000 2024,order_cancel
100204,"@AmazonHelp locked out of my account for no reason, need help asap.",100205,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,Sat Mar 02 13:54:00 +0000 2024,login_account_issue
100206,"@AmazonHelp defective unit received, order 299312, needs replacement.",100207,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 14:11:00 +0000 2024,product_defect
100208,@AmazonHelp the item from order 645175 arrived broken/defective.,100209,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 14:28:00 +0000 2024,product_defect
100210,Where's my refund for order 552248? @AmazonHelp it's been 10 business days.,100211,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sat Mar 02 14:45:00 +0000 2024,refund_request
100212,"Account issue again @AmazonHelp, 2FA code never arrives.",100213,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,Sat Mar 02 15:02:00 +0000 2024,login_account_issue
100214,"@AmazonHelp please cancel order 424308, found it cheaper elsewhere.",100215,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sat Mar 02 15:19:00 +0000 2024,order_cancel
100216,"@AmazonHelp defective unit received, order 410016, needs replacement.",100217,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 15:36:00 +0000 2024,product_defect
100218,"@AmazonHelp defective unit received, order 497562, needs replacement.",100219,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 15:53:00 +0000 2024,product_defect
100220,"@AmazonHelp great service today, appreciate the quick help.",100221,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sat Mar 02 16:10:00 +0000 2024,general_praise
100222,@AmazonHelp can you tell me the status of order 400850? Tracking hasn't updated in 3 days.,100223,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sat Mar 02 16:27:00 +0000 2024,where_is_my_order
100224,"@AmazonHelp great service today, appreciate the quick help.",100225,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sat Mar 02 16:44:00 +0000 2024,general_praise
100226,"@AmazonHelp requesting a refund on 596171, product was damaged on arrival.",100227,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sat Mar 02 17:01:00 +0000 2024,refund_request
100228,This is the second time my delivery for 640490 has been delayed. @AmazonHelp not happy.,100229,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Sat Mar 02 17:18:00 +0000 2024,delivery_delay
100230,"@AmazonHelp requesting a refund on 425498, product was damaged on arrival.",100231,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sat Mar 02 17:35:00 +0000 2024,refund_request
100232,"@AmazonHelp I returned item from order 125611 two weeks ago, still no refund.",100233,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sat Mar 02 17:52:00 +0000 2024,refund_request
100234,Being charged for an order 991014 I never placed @AmazonHelp.,100235,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sat Mar 02 18:09:00 +0000 2024,payment_issue
100236,"@AmazonHelp defective unit received, order 703634, needs replacement.",100237,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 18:26:00 +0000 2024,product_defect
100238,"Product from 519066 stopped working after 2 days, @AmazonHelp this is unacceptable.",100239,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 18:43:00 +0000 2024,product_defect
100240,Hi @AmazonHelp where is my order #916232? Been waiting 6 days now.,100241,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sat Mar 02 19:00:00 +0000 2024,where_is_my_order
100242,@AmazonHelp order 643118 arrived but it's not what I ordered at all.,100243,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sat Mar 02 19:17:00 +0000 2024,wrong_item
100244,@AmazonHelp why did the price of my item drop $20 right after I bought it (989545)?,100245,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sat Mar 02 19:34:00 +0000 2024,price_complaint
100246,"Got the completely wrong item for order 800005 @AmazonHelp, this is frustrating.",100247,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sat Mar 02 19:51:00 +0000 2024,wrong_item
100248,"@AmazonHelp great service today, appreciate the quick help.",100249,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sat Mar 02 20:08:00 +0000 2024,general_praise
100250,@AmazonHelp not okay that 970914 was cheaper for Prime members and I wasn't told.,100251,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sat Mar 02 20:25:00 +0000 2024,price_complaint
100252,@AmazonHelp order 597732 arrived but it's not what I ordered at all.,100253,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sat Mar 02 20:42:00 +0000 2024,wrong_item
100254,"@AmazonHelp requesting a refund on 390782, product was damaged on arrival.",100255,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sat Mar 02 20:59:00 +0000 2024,refund_request
100256,Where's my refund for order 561239? @AmazonHelp it's been 10 business days.,100257,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sat Mar 02 21:16:00 +0000 2024,refund_request
100258,"@AmazonHelp I need to cancel order 384913 immediately, ordered by mistake.",100259,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sat Mar 02 21:33:00 +0000 2024,order_cancel
