tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,_gold_intent
100065,115911,False,Fri Mar 01 18:12:00 +0000 2024,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,,100064,order_cancel
100066,cust3927,True,Fri Mar 01 18:21:00 +0000 2024,"@AmazonHelp please cancel order 898975, found it cheaper elsewhere.",100067,,order_cancel
100067,115911,False,Fri Mar 01 20:38:00 +0000 2024,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,,100066,order_cancel
100068,cust9317,True,Fri Mar 01 18:38:00 +0000 2024,"@AmazonHelp delivery for 412942 delayed again, no notification sent either.",100069,,delivery_delay
100069,115911,False,Fri Mar 01 21:21:00 +0000 2024,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,,100068,delivery_delay
100070,cust3646,True,Fri Mar 01 18:55:00 +0000 2024,"@AmazonHelp I returned item from order 492077 two weeks ago, still no refund.",100071,,refund_request
100071,115911,False,Fri Mar 01 21:21:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100070,refund_request
100072,cust6310,True,Fri Mar 01 19:12:00 +0000 2024,@AmazonHelp why did the price of my item drop $20 right after I bought it (728038)?,100073,,price_complaint
100073,115911,False,Fri Mar 01 21:25:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100072,price_complaint
100074,cust6038,True,Fri Mar 01 19:29:00 +0000 2024,Hi @AmazonHelp where is my order #480612? Been waiting 6 days now.,100075,,where_is_my_order
100075,115911,False,Fri Mar 01 20:38:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100074,where_is_my_order
100076,cust2290,True,Fri Mar 01 19:46:00 +0000 2024,Hi @AmazonHelp where is my order #694916? Been waiting 6 days now.,100077,,where_is_my_order
100077,115911,False,Fri Mar 01 20:15:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100076,where_is_my_order
100078,cust9727,True,Fri Mar 01 20:03:00 +0000 2024,"@AmazonHelp I was charged twice for order 897549, please fix this.",100079,,payment_issue
100079,115911,False,Fri Mar 01 23:27:00 +0000 2024,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,,100078,payment_issue
100080,cust8787,True,Fri Mar 01 20:20:00 +0000 2024,@AmazonHelp I ordered a blue jacket but received a pair of shoes instead. Order 791798.,100081,,wrong_item
100081,115911,False,Fri Mar 01 22:48:00 +0000 2024,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",,100080,wrong_item
100082,cust7932,True,Fri Mar 01 20:37:00 +0000 2024,"Got the completely wrong item for order 653306 @AmazonHelp, this is frustrating.",100083,,wrong_item
100083,115911,False,Fri Mar 01 21:39:00 +0000 2024,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",,100082,wrong_item
100084,cust6107,True,Fri Mar 01 20:54:00 +0000 2024,@AmazonHelp why did the price of my item drop $20 right after I bought it (847581)?,100085,,price_complaint
100085,115911,False,Fri Mar 01 22:44:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100084,price_complaint
100086,cust8397,True,Fri Mar 01 21:11:00 +0000 2024,"@AmazonHelp locked out of my account for no reason, need help asap.",100087,,login_account_issue
100087,115911,False,Fri Mar 01 21:49:00 +0000 2024,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,,100086,login_account_issue
100088,cust6539,True,Fri Mar 01 21:28:00 +0000 2024,"@AmazonHelp I returned item from order 167136 two weeks ago, still no refund.",100089,,refund_request
100089,115911,False,Fri Mar 01 21:41:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100088,refund_request
100090,cust4608,True,Fri Mar 01 21:45:00 +0000 2024,"Just want to say @AmazonHelp support fixed my issue with order 717024 super fast, thank you!",100091,,general_praise
100091,115911,False,Fri Mar 01 21:54:00 +0000 2024,"Thank you so much for the kind words, glad we could help! 😊 ^ST",,100090,general_praise
100092,cust1964,True,Fri Mar 01 22:02:00 +0000 2024,"@AmazonHelp delivery for 761759 delayed again, no notification sent either.",100093,,delivery_delay
100093,115911,False,Fri Mar 01 23:08:00 +0000 2024,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,,100092,delivery_delay
100094,cust2160,True,Fri Mar 01 22:19:00 +0000 2024,@AmazonHelp my order 446479 was supposed to arrive yesterday and it's still not here.,100095,,delivery_delay
100095,115911,False,Sat Mar 02 00:38:00 +0000 2024,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,,100094,delivery_delay
100096,cust8953,True,Fri Mar 01 22:36:00 +0000 2024,Where's my refund for order 801474? @AmazonHelp it's been 10 business days.,100097,,refund_request
100097,115911,False,Fri Mar 01 23:38:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100096,refund_request
100098,cust8744,True,Fri Mar 01 22:53:00 +0000 2024,@AmazonHelp why did the price of my item drop $20 right after I bought it (858490)?,100099,,price_complaint
100099,115911,False,Sat Mar 02 00:03:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100098,price_complaint
100100,cust2545,True,Fri Mar 01 23:10:00 +0000 2024,@AmazonHelp payment failed but money was deducted for 299659.,100101,,payment_issue
100101,115911,False,Fri Mar 01 23:42:00 +0000 2024,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,,100100,payment_issue
100102,cust7735,True,Fri Mar 01 23:27:00 +0000 2024,"Product from 544154 stopped working after 2 days, @AmazonHelp this is unacceptable.",100103,,product_defect
100103,115911,False,Sat Mar 02 01:34:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100102,product_defect
100104,cust2612,True,Fri Mar 01 23:44:00 +0000 2024,"Still no sign of my package, order 785197. @AmazonHelp any update?",100105,,where_is_my_order
100105,115911,False,Sat Mar 02 00:07:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100104,where_is_my_order
100106,cust2790,True,Sat Mar 02 00:01:00 +0000 2024,"@AmazonHelp defective unit received, order 455784, needs replacement.",100107,,product_defect
100107,115911,False,Sat Mar 02 01:12:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100106,product_defect
100108,cust8350,True,Sat Mar 02 00:18:00 +0000 2024,"@AmazonHelp I returned item from order 662336 two weeks ago, still no refund.",100109,,refund_request
100109,115911,False,Sat Mar 02 01:01:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100108,refund_request
100110,cust8579,True,Sat Mar 02 00:35:00 +0000 2024,@AmazonHelp the item from order 392075 arrived broken/defective.,100111,,product_defect
100111,115911,False,Sat Mar 02 01:46:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100110,product_defect
100112,cust2604,True,Sat Mar 02 00:52:00 +0000 2024,This is the second time my delivery for 947272 has been delayed. @AmazonHelp not happy.,100113,,delivery_delay
100113,115911,False,Sat Mar 02 01:12:00 +0000 2024,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,,100112,delivery_delay
100114,cust4872,True,Sat Mar 02 01:09:00 +0000 2024,@AmazonHelp why did the price of my item drop $20 right after I bought it (197793)?,100115,,price_complaint
100115,115911,False,Sat Mar 02 01:59:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100114,price_complaint
100116,cust4502,True,Sat Mar 02 01:26:00 +0000 2024,"Product from 604740 stopped working after 2 days, @AmazonHelp this is unacceptable.",100117,,product_defect
100117,115911,False,Sat Mar 02 05:15:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100116,product_defect
100118,cust7209,True,Sat Mar 02 01:43:00 +0000 2024,@AmazonHelp the item from order 272634 arrived broken/defective.,100119,,product_defect
100119,115911,False,Sat Mar 02 01:51:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100118,product_defect
100120,cust8454,True,Sat Mar 02 02:00:00 +0000 2024,"Product from 922157 stopped working after 2 days, @AmazonHelp this is unacceptable.",100121,,product_defect
100121,115911,False,Sat Mar 02 03:21:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100120,product_defect
100122,cust8973,True,Sat Mar 02 02:17:00 +0000 2024,"@AmazonHelp defective unit received, order 865990, needs replacement.",100123,,product_defect
100123,115911,False,Sat Mar 02 03:04:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100122,product_defect
100124,cust1958,True,Sat Mar 02 02:34:00 +0000 2024,Where's my refund for order 328275? @AmazonHelp it's been 10 business days.,100125,,refund_request
100125,115911,False,Sat Mar 02 05:10:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100124,refund_request
100126,cust6138,True,Sat Mar 02 02:51:00 +0000 2024,@AmazonHelp why did the price of my item drop $20 right after I bought it (884309)?,100127,,price_complaint
100127,115911,False,Sat Mar 02 03:13:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100126,price_complaint
100128,cust9238,True,Sat Mar 02 03:08:00 +0000 2024,"Still no sign of my package, order 599948. @AmazonHelp any update?",100129,,where_is_my_order
100129,115911,False,Sat Mar 02 06:54:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100128,where_is_my_order
100130,cust9320,True,Sat Mar 02 03:25:00 +0000 2024,@AmazonHelp why did the price of my item drop $20 right after I bought it (159642)?,100131,,price_complaint
100131,115911,False,Sat Mar 02 03:53:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100130,price_complaint
100132,cust2113,True,Sat Mar 02 03:42:00 +0000 2024,@AmazonHelp I ordered a blue jacket but received a pair of shoes instead. Order 723939.,100133,,wrong_item
100133,115911,False,Sat Mar 02 06:42:00 +0000 2024,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",,100132,wrong_item
100134,cust5033,True,Sat Mar 02 03:59:00 +0000 2024,Where's my refund for order 225710? @AmazonHelp it's been 10 business days.,100135,,refund_request
100135,115911,False,Sat Mar 02 06:35:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100134,refund_request
100136,cust2343,True,Sat Mar 02 04:16:00 +0000 2024,"Just want to say @AmazonHelp support fixed my issue with order 749468 super fast, thank you!",100137,,general_praise
100137,115911,False,Sat Mar 02 06:11:00 +0000 2024,"Thank you so much for the kind words, glad we could help! 😊 ^ST",,100136,general_praise
100138,cust4346,True,Sat Mar 02 04:33:00 +0000 2024,"@AmazonHelp great service today, appreciate the quick help.",100139,,general_praise
100139,115911,False,Sat Mar 02 07:32:00 +0000 2024,"Thank you so much for the kind words, glad we could help! 😊 ^ST",,100138,general_praise
100140,cust7484,True,Sat Mar 02 04:50:00 +0000 2024,"@AmazonHelp I can't log into my account, keeps saying invalid password even after reset.",100141,,login_account_issue
100141,115911,False,Sat Mar 02 05:31:00 +0000 2024,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,,100140,login_account_issue
100142,cust2188,True,Sat Mar 02 05:07:00 +0000 2024,Can someone cancel 431535? @AmazonHelp it hasn't shipped yet I hope.,100143,,order_cancel
100143,115911,False,Sat Mar 02 05:17:00 +0000 2024,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,,100142,order_cancel
100144,cust2638,True,Sat Mar 02 05:24:00 +0000 2024,Being charged for an order 690341 I never placed @AmazonHelp.,100145,,payment_issue
100145,115911,False,Sat Mar 02 05:50:00 +0000 2024,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,,100144,payment_issue
100146,cust5345,True,Sat Mar 02 05:41:00 +0000 2024,@AmazonHelp why did the price of my item drop $20 right after I bought it (630458)?,100147,,price_complaint
100147,115911,False,Sat Mar 02 06:22:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100146,price_complaint
100148,cust7054,True,Sat Mar 02 05:58:00 +0000 2024,"@AmazonHelp I can't log into my account, keeps saying invalid password even after reset.",100149,,login_account_issue
100149,115911,False,Sat Mar 02 07:18:00 +0000 2024,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,,100148,login_account_issue
100150,cust9900,True,Sat Mar 02 06:15:00 +0000 2024,"Got the completely wrong item for order 974244 @AmazonHelp, this is frustrating.",100151,,wrong_item
100151,115911,False,Sat Mar 02 09:23:00 +0000 2024,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",,100150,wrong_item
100152,cust9666,True,Sat Mar 02 06:32:00 +0000 2024,"@AmazonHelp please cancel order 946305, found it cheaper elsewhere.",100153,,order_cancel
100153,115911,False,Sat Mar 02 06:42:00 +0000 2024,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,,100152,order_cancel
100154,cust2697,True,Sat Mar 02 06:49:00 +0000 2024,@AmazonHelp not okay that 795613 was cheaper for Prime members and I wasn't told.,100155,,price_complaint
100155,115911,False,Sat Mar 02 10:41:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100154,price_complaint
100156,cust2753,True,Sat Mar 02 07:06:00 +0000 2024,"Got the completely wrong item for order 221035 @AmazonHelp, this is frustrating.",100157,,wrong_item
100157,115911,False,Sat Mar 02 10:24:00 +0000 2024,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",,100156,wrong_item
100158,cust5616,True,Sat Mar 02 07:23:00 +0000 2024,@AmazonHelp why did the price of my item drop $20 right after I bought it (385577)?,100159,,price_complaint
100159,115911,False,Sat Mar 02 10:05:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100158,price_complaint
100160,cust4335,True,Sat Mar 02 07:40:00 +0000 2024,"@AmazonHelp requesting a refund on 459536, product was damaged on arrival.",100161,,refund_request
100161,115911,False,Sat Mar 02 10:43:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100160,refund_request
100162,cust5114,True,Sat Mar 02 07:57:00 +0000 2024,"@AmazonHelp please cancel order 612262, found it cheaper elsewhere.",100163,,order_cancel
100163,115911,False,Sat Mar 02 11:56:00 +0000 2024,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,,100162,order_cancel
100164,cust7939,True,Sat Mar 02 08:14:00 +0000 2024,Hi @AmazonHelp where is my order #765095? Been waiting 6 days now.,100165,,where_is_my_order
100165,115911,False,Sat Mar 02 11:54:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100164,where_is_my_order
100166,cust6464,True,Sat Mar 02 08:31:00 +0000 2024,"@AmazonHelp I need to cancel order 103717 immediately, ordered by mistake.",100167,,order_cancel
100167,115911,False,Sat Mar 02 11:56:00 +0000 2024,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,,100166,order_cancel
100168,cust3647,True,Sat Mar 02 08:48:00 +0000 2024,@AmazonHelp order 374680 arrived but it's not what I ordered at all.,100169,,wrong_item
100169,115911,False,Sat Mar 02 12:05:00 +0000 2024,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",,100168,wrong_item
100170,cust8007,True,Sat Mar 02 09:05:00 +0000 2024,Being charged for an order 839945 I never placed @AmazonHelp.,100171,,payment_issue
100171,115911,False,Sat Mar 02 11:36:00 +0000 2024,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,,100170,payment_issue
100172,cust3442,True,Sat Mar 02 09:22:00 +0000 2024,Hi @AmazonHelp where is my order #178898? Been waiting 6 days now.,100173,,where_is_my_order
100173,115911,False,Sat Mar 02 11:49:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100172,where_is_my_order
100174,cust3426,True,Sat Mar 02 09:39:00 +0000 2024,@AmazonHelp can you tell me the status of order 710805? Tracking hasn't updated in 3 days.,100175,,where_is_my_order
100175,115911,False,Sat Mar 02 11:37:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100174,where_is_my_order
100176,cust6974,True,Sat Mar 02 09:56:00 +0000 2024,@AmazonHelp I ordered a blue jacket but received a pair of shoes instead. Order 423232.,100177,,wrong_item
100177,115911,False,Sat Mar 02 13:54:00 +0000 2024,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",,100176,wrong_item
100178,cust5088,True,Sat Mar 02 10:13:00 +0000 2024,@AmazonHelp can you tell me the status of order 320281? Tracking hasn't updated in 3 days.,100179,,where_is_my_order
